2,0.041540743065248506,0.040705106355642395
C,405.2843948867604,388.42881573704636
L,57206.22530409401,57230.178379929646
T,692.5427292906816,644.3532916627533

3,0.03918796194443017,0.03783447006304563
C,370.0106685895148,370.0106685895148
L,57880.112086117835,57124.80057642236
T,617.665064445078,595.6160733913395

4,0.04003169807690282,0.0394826127365672
C,405.2843948867604,397.84939912373625
L,55509.142184631535,56228.17743266575
T,665.6831370935597,642.0546204524319

5,0.037683998377723904,0.037683998377723904
C,375.8348940440852,375.8348940440852
L,55960.52216672841,55960.52216672841
T,595.7021407584732,595.7021407584732

6,0.03876180928806143,0.036713694374118526
C,374.43027083926233,374.43027083926233
L,56157.029063034686,54219.11123088635
T,610.9617776206386,576.897373999267

