0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.730451022,1.706189269,1.706189269,1.706189269,1.661976648,1.661976648,1.661976648,1.645724484,1.645724484,1.645724484,1.645724484,1.645724484,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875,1.607896875
170.2105382,188.7667024,188.7667024,188.7667024,160.9369402,160.9369402,160.9369402,172.694849,172.694849,172.694849,172.694849,172.694849,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033,178.5738033
167.0429601,160.3751845,160.3751845,160.3751845,175.2938493,175.2938493,175.2938493,166.8563493,166.8563493,166.8563493,166.8563493,166.8563493,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243,168.9657243
583.6006608,595.7021408,595.7021408,595.7021408,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205,558.8077205
0.969454,1.063533,1.009785,0.828645,0.923027,0.777263,0.812545,0.812556,0.781314,0.718799,0.794166,0.843974,0.750249,0.796929,0.734426,0.697414,0.764507,0.809965,0.750384,0.734425,0.763644,0.812589,0.671919,0.609417,0.641092,0.735063,0.718819,0.844216,0.6563,0.703255,0.78189,0.656418,0.765785,0.640667,0.765666,0.67198,0.73554,0.578637,0.688562,0.875158,0.781526,0.703162,0.750073,0.766078,0.765698,0.72049,0.656297,0.706325,0.735901,0.672367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.749282731,1.747068352,1.68938338,1.686282528,1.661799366,1.653501868,1.653501868,1.653501868,1.646890247,1.639150329,1.639150329,1.639150329,1.639150329,1.639150329,1.639150329,1.639150329,1.639150329,1.639150329,1.639150329,1.639150329,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042,1.635737042
155.7351493,160.3485445,156.7996915,154.7117277,166.2509027,169.9684006,169.9684006,169.9684006,162.823887,166.5413849,166.5413849,166.5413849,166.5413849,166.5413849,166.5413849,166.5413849,166.5413849,166.5413849,166.5413849,166.5413849,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766,171.2516766
158.5948499,167.2086305,158.4300208,167.0606561,154.2112708,152.1018958,152.1018958,152.1018958,160.5393958,162.8135999,162.8135999,162.8135999,162.8135999,162.8135999,162.8135999,162.8135999,162.8135999,162.8135999,162.8135999,162.8135999,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389,164.9378389
549.8520396,572.2647739,532.5438368,542.5991489,532.5438368,532.5438368,532.5438368,532.5438368,532.5438368,539.8623315,539.8623315,539.8623315,539.8623315,539.8623315,539.8623315,539.8623315,539.8623315,539.8623315,539.8623315,539.8623315,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437
