0.5,0.3,0.2

1.8508355039362563,1.8508355039362563
184.20165181392255,184.20165181392255
159.5836530807385,159.5836530807385
636.2900480305896,636.2900480305896
0.5831350000000001,0.542125

1.776798871599068,1.7668810003878055
148.5906357687502,158.18708803313655
171.6050013873022,166.77145758191682
568.9232467898184,574.1630801608918
0.255052,0.418096

1.7608767649887895,1.7608767649887895
149.082134944303,149.082134944303
177.76008807438197,177.76008807438197
575.5288763308865,575.5288763308865
0.452105,0.546121

1.7952641572539902,1.7017470729336446
160.51718940846212,137.78265587587373
160.37860537350628,183.81065471441875
576.0927185855999,547.2704749720707
0.217052,0.203046

10000,1.7261038318067132
-1,156.97556040464644
-1,166.60093304388602
-1,558.5266252240917
0.529118,0.551123

1.8508355039362563,1.8508355039362563
1.776798871599068,1.7668810003878055
1.7608767649887895,1.7608767649887895
1.7952641572539902,1.7017470729336446
10000,1.7261038318067132
