-13.285714285714286,0.0410317481577,0.0410317481577,0.0410317481577,0.0410317481577,0.0410317481577,0.0410317481577,0.0410317481577,0.0409994612654,0.0409994612654,0.0409994612654,0.0410317481577,0.0408722869153,0.0408722869153,0.0408722869153,0.0409589393761,0.0410317481577,0.0410317481577,0.0406965551864,0.040780394601,0.0410317481577,0.0397864433432,0.0408390696821,0.0405574578213,0.0405574578213,0.0398936314108,0.0394550209121,0.0394550209121,0.038535227909,0.038535227909,0.0390917371695,0.0393944717742,0.0393944717742,0.0393944717742,0.0393944717742,0.0395087304792,0.0399166486059,0.0391552326684,0.0391552326684,0.0391552326684,0.0391552326684,0.0393530571954,0.0393530571954,0.0393530571954,0.0393530571954,0.0393530571954,0.0393530571954,0.0393530571954,0.0386860866161,0.0393530571954,0.0393530571954
C,457.583382422,440.902291299,435.10622715,467.468342149,476.596637173,454.094700209,454.094700209,454.094700209,475.808887711,479.116336895,453.306950748,436.838177411,467.468342149,476.596637173,484.937182734,482.417483012,484.937182734,454.094700209,459.915546049,450.787251026,447.486104908,459.915546049,459.915546049,441.081222081,453.306950748,451.787318274,484.937182734,465.736391888,447.486104908,441.69004076,449.24283686,461.64749631,479.116336895,470.012823563,484.937182734,476.596637173,449.24283686,454.094700209,454.094700209,465.736391888,479.116336895,459.915546049,459.915546049,476.596637173,450.787251026,482.417483012,475.808887711,459.915546049,490.758028574,470.775791333,476.596637173,454.094700209,454.094700209,453.306950748,468.256091611,479.116336895,456.974563743,440.92707299,441.081222081,454.094700209,444.966405186,470.775791333,476.596637173,476.596637173,476.596637173,468.256091611,426.740899897,459.127796587,454.094700209,454.094700209,439.145559347,464.191977723,454.094700209,465.736391888,455.0636827,454.094700209,476.596637173,414.336240448,459.915546049,459.915546049,435.10622715,461.64749631,444.966405186,453.331732439,444.966405186,426.740899897,459.915546049,454.094700209,467.468342149,462.435245771,401.931580999,436.838177411,451.762536583,462.435245771,484.937182734,459.915546049,476.596637173,476.596637173,459.915546049,479.116336895
L,69006.4585532,68980.6194315,63174.9069611,65392.2699775,65573.4361282,66424.2006723,67051.7846663,66589.2380401,65927.6068297,61445.6105372,68499.64934,68384.1971234,63258.5542797,64643.9425289,65529.7347891,68467.9166605,67420.3555527,64577.8571344,67658.7302697,69974.9218381,66833.426588,66910.9809419,68093.5487998,66734.0103631,67146.9460715,67007.0077683,66220.9598534,60059.5637771,66176.8937838,69341.1640288,70440.7081288,60577.0160426,63063.2226597,69039.1231721,66202.3875775,67571.8508526,68827.1012246,65544.3736238,66355.1128018,66853.2411997,66390.588735,63805.2221534,64779.4281541,60409.8166531,69280.5412541,67309.7997023,67492.4355146,60096.7318767,65487.8891915,66696.9527146,65560.8730919,66222.7170521,63658.2608784,69013.85634,65225.2010938,63151.4330799,59559.9388203,68134.0845953,66635.2433435,66531.4216723,64779.3448207,61839.1725068,64354.6971675,65499.7070438,66003.3386908,66314.9635523,67076.4240864,68556.8198496,65746.1112385,65544.3736238,65742.5538118,65353.2124271,66964.0133354,62600.8301579,68630.1174883,64710.4451406,65367.8958689,68446.2868973,67722.2398099,67089.0635733,66098.5806177,67464.739974,66748.8969243,69083.0692333,70185.435294,67653.3206852,68129.9541574,66342.3820565,60158.3014617,64997.6051395,69366.4741824,67049.3041305,69405.0172044,65579.8759433,67263.3577242,65354.1492423,64705.4479231,64381.8080453,68942.6955482,64125.3956635
T,699.954566145,692.038806461,716.611145031,823.980776162,780.565165221,706.445562695,705.060871795,678.110983471,784.253014122,737.220781037,662.705120796,744.099428877,764.32156537,729.235547115,762.503280761,786.391580424,751.877150566,748.85115999,758.588356449,714.279256055,667.728230495,713.912216087,738.599241853,664.710440948,713.866173656,723.650765919,791.173015398,866.432030146,715.446113966,718.595800899,632.431167938,736.314824939,696.642049142,754.745036655,782.616919603,739.986433326,732.353157184,728.273067485,687.275502274,771.406496133,732.999279822,817.311837644,784.901561192,765.840710253,758.14816398,773.0132001,790.2795902,807.355346976,788.960514044,685.15381656,795.40261967,682.083953203,691.652325963,684.470995777,755.755917502,792.439390378,690.972934177,734.590690261,650.336037533,703.911457993,784.901561192,784.525239697,750.14549993,741.86050021,794.636161036,770.855763539,674.356422967,749.650661335,663.686552225,728.273067485,668.507278586,739.278467502,710.270756407,782.435959371,817.553893233,750.15551144,772.93333766,646.907089386,744.682150469,723.653419057,714.828458027,723.38984453,695.941626899,737.673731452,643.374871848,640.282420929,752.104536434,706.477785473,741.033142177,693.627577458,604.115856138,647.853894798,697.200752848,684.857552253,740.354172623,789.646437857,815.246914154,719.966188372,721.334602053,712.354168131

-13.285714285714286,0.0417561345143,0.0417561345143,0.0372938412237,0.0421780362808,0.0407450888846,0.0412963250175,0.042281665908,0.0415613789385,0.0422321447104,0.0407992777073,0.0400746661225,0.0408416166963,0.0417778739816,0.0379635070501,0.0401594374849,0.0401594374849,0.0400122668851,0.0403781503328,0.0392342103278,0.0392342103278,0.0392342103278,0.0383234113278,0.0383234113278,0.0383234113278,0.0419539192152,0.0402197828311,0.0412978438282,0.0407814156321,0.0403332628028,0.0407814156321,0.0407814156321,0.0412545084261,0.0412472558166,0.0412980168907,0.0409280857875,0.0406669137511,0.0409280857875,0.0407251577758,0.0407251577758,0.0408531259858,0.0404291439368,0.0404291439368,0.0406002708473,0.0399019985951,0.0399019985951,0.0399019985951,0.0381175462793,0.0390544738252,0.0401238602705,0.0395436085735
C,466.102858767,456.974563743,438.749058455,426.344399005,465.948709675,444.569904294,403.233643363,465.948709675,453.698199317,412.183007604,477.744550446,431.196262354,449.421767643,451.153717904,438.749058455,471.923704606,422.067967331,471.923704606,456.974563743,420.523553166,437.017108194,439.536807916,447.114385708,490.758028574,447.114385708,438.749058455,430.587443675,439.357877134,431.196262354,444.569904294,415.638302813,453.698199317,438.749058455,445.332872064,456.999345435,438.749058455,453.698199317,466.102858767,445.966472435,430.408512893,466.711677446,438.749058455,448.658799873,418.791602905,451.153717904,460.282012927,441.293539868,425.735580326,445.332872064,463.583159044,464.731072317,424.587667053,453.698199317,459.519045157,453.698199317,451.178499595,453.698199317,439.357877134,445.89674835,444.569904294,477.744550446,430.408512893,438.749058455,425.735580326,436.229358732,430.408512893,415.638302813,455.242613483,482.417483012,471.923704606,438.749058455,462.795409583,434.47262678,447.268534799,466.102858767,442.050204572,469.404004884,464.731072317,466.102858767,472.532523285,466.102858767,447.877353478,482.417483012,451.762536583,440.684721189,444.569904294,426.344399005,459.519045157,459.519045157,466.102858767,432.928212615,434.47262678,445.357653756,465.339890996,422.067967331,435.472694029,447.268534799,449.267618552,439.357877134,430.408512893
L,67019.0447269,67845.1352427,68797.3466171,67923.3733684,66524.0819626,67356.5121196,71527.2738295,66097.4569991,67992.4685883,69832.7891913,66887.5454995,70752.1142465,71112.5842439,70387.5040554,68238.9689479,68637.6447537,69490.6098759,68202.5785173,68978.4065837,68854.7200524,69883.4487772,69387.3716279,63948.9741774,66468.8136482,65329.7468991,68703.7378834,68516.8640042,69146.9307024,70251.2537951,67444.1850243,71405.5714262,68730.1905048,68851.2217999,69457.1103679,65151.1414025,69931.1923189,69018.2038014,69229.1866481,69609.8981712,69527.0429873,67890.3879774,68956.7203655,67137.8476462,70348.7651793,69623.7759136,69305.2554403,69817.6397889,66463.0568618,68990.9407547,68773.5041658,69101.0229297,68732.6776355,70397.6280242,67094.5128252,67992.4685883,67004.4285398,67992.4685883,69146.9307024,71600.5150309,67975.4933195,67059.5819425,70335.0477423,69638.5104133,70273.5636042,66727.2937787,69451.7080139,71243.6277078,68498.5488158,64254.4055467,65668.0844247,68983.7705352,61330.8195245,69136.6877285,68251.8343873,70470.1300417,66549.1221648,68290.8068248,68300.6838807,70167.582638,68105.4766435,67767.2162627,69504.1624241,65408.6362611,68620.9005681,69123.8599241,65483.816191,67128.2971382,68204.5857955,68053.9472567,68278.0513285,67215.7944449,68446.2540813,68552.5641589,67067.4124214,70308.3734409,69321.9728562,69661.7242795,66634.5125358,68584.2329453,70206.5649553
T,725.444268032,677.455341821,731.722346112,714.730230805,819.017976577,774.653524697,661.655475795,745.722754061,655.800814159,709.268696113,765.826495391,690.069458274,747.574478652,775.881061289,779.644428014,733.693364423,725.744664069,752.484038741,792.941634128,722.167129447,678.763524676,663.846128431,805.330403778,862.590116495,674.145091847,743.393197249,821.617950765,772.336145732,706.745354916,808.873040652,713.168048401,781.810670626,755.643869084,768.657362067,787.246169726,658.669369589,651.110044177,672.183097016,694.534163542,666.501420264,807.397818207,733.196876649,728.547218223,605.7994689,754.466297363,738.688990349,754.089101782,822.200305671,699.38509803,723.071185817,760.004469071,733.749879145,702.402658215,681.484472651,637.731663854,702.406078476,655.800814159,772.336145732,729.256775661,733.970857537,801.966755519,637.948955584,705.920539019,712.524602129,688.398918307,659.089520868,710.953128828,709.692805493,813.505197099,848.022104601,750.181358037,1006.35105915,720.680708407,797.879640618,780.305716291,706.704998078,791.159748021,741.712114406,802.97062478,751.379035303,812.12434862,760.507821199,773.350239654,727.640518398,797.818617025,846.959684694,624.343103018,734.601149113,693.791326954,742.059632861,787.670721082,695.011710017,653.070681495,689.417036564,626.712725848,778.167480695,732.676025146,694.675015035,769.493525504,676.210731332

-13.285714285714286,0.0405939445987,0.0397608996264,0.0405939445987,0.0405939445987,0.0405939445987,0.0402528352068,0.0405939445987,0.0399217841333,0.039541017907,0.0397316985203,0.0405327881529,0.0403472940324,0.0389724083189,0.0389724083189,0.0387503478384,0.0387503478384,0.0381016095236,0.0381016095236,0.0376451299048,0.0381016095236,0.0381188785524,0.0370283459519,0.0382180463478,0.0380944507659,0.0364154389348,0.0384020304277,0.0378187795128,0.0375505817486,0.0390883211208,0.0393925150764,0.039112857467,0.039112857467,0.0386179231722,0.0375013240221,0.0377241951115,0.0377241951115,0.0386179231722,0.0380892131857,0.0380892131857,0.039247658383,0.0388015974791,0.0388015974791,0.0386328101712,0.0386328101712,0.0386328101712,0.0390518432177,0.0385904534909,0.0385904534909,0.0385904534909,0.0386782853716
