0.1,0.125699202494,0.125699202494,0.125699202494,0.125362979907,0.125362979907,0.125474042667,0.125262205102,0.124840395378,0.124798084386,0.124798084386,0.124798084386,0.124798084386,0.124112426818,0.125159574455,0.125144596741,0.125144596741,0.125144596741,0.125144596741,0.125144596741,0.125262062235,0.12528256152,0.124672414707,0.125699202494,0.125041090772,0.125041090772,0.124747887474,0.125161921579,0.125292292211,0.125292292211,0.12474731847,0.12474731847,0.12474731847,0.12520639315,0.124907529474,0.125216897903,0.125216897903,0.125256276522,0.125256276522,0.125256276522,0.125087979168,0.125087979168,0.12495821277,0.124688829714,0.125058771349,0.125058771349,0.125058771349,0.125058771349,0.125163641176,0.125189167322,0.125292292211
C,465.736391888,490.758028574,490.758028574,490.758028574,490.758028574,490.758028574,472.532523285,478.353369125,490.758028574,490.758028574,490.758028574,474.07693745,490.758028574,490.758028574,484.937182734,490.758028574,465.736391888,490.758028574,490.758028574,490.758028574,472.532523285,484.937182734,465.736391888,490.758028574,490.758028574,490.758028574,484.937182734,490.758028574,482.417483012,482.417483012,490.758028574,490.758028574,478.353369125,490.758028574,490.758028574,490.758028574,490.758028574,490.758028574,490.758028574,490.758028574,482.417483012,490.758028574,490.758028574,475.808887711,490.758028574,490.758028574,490.758028574,482.417483012,482.417483012,490.758028574,465.736391888,490.758028574,484.937182734,482.417483012,478.353369125,490.758028574,482.417483012,490.758028574,490.758028574,490.758028574,490.758028574,490.758028574,484.937182734,484.937182734,490.758028574,490.758028574,482.417483012,474.07693745,484.937182734,490.758028574,490.758028574,478.353369125,478.353369125,475.808887711,482.417483012,490.758028574,467.468342149,484.937182734,490.758028574,475.808887711,490.758028574,490.758028574,490.758028574,490.758028574,484.937182734,490.758028574,484.937182734,490.758028574,490.758028574,490.758028574,490.758028574,490.758028574,484.937182734,490.758028574,490.758028574,490.758028574,477.744550446,482.417483012,490.758028574,490.758028574
L,86602.3815868,82407.5440507,85579.0757109,83199.1188345,86003.4284571,85494.88842,81986.8749496,89310.8329333,88675.6194136,90468.0819463,82916.2568509,92107.6111249,80027.5206119,86515.3282074,80874.7103029,88487.7963643,91464.3438248,83286.1552724,86534.9821039,80218.4701646,90060.7301542,80680.0323977,87132.3708454,86542.652112,88586.2210599,87653.2335527,80750.4546965,82269.5898134,90854.2082308,86773.2448994,88199.0923693,81201.2477392,79315.5832595,81201.2477392,87653.2335527,87116.1399799,88675.6194136,80661.904764,82976.2650876,86626.0009728,85858.8462549,82908.0413213,80218.4701646,80218.4076646,88586.2210599,87584.3619603,86276.1746036,87714.534551,90340.1134559,86802.9140038,90738.7919651,81201.2477392,80680.0323977,83145.4144235,81986.9374496,86367.3198395,85637.3613486,85494.88842,86610.7177284,86626.0009728,86900.5548354,80218.4701646,82181.0344706,83931.9792907,89336.6367683,85494.88842,88471.9604258,87571.0974873,83252.1114333,84907.7343121,80661.904764,89041.7593752,86802.8515038,88327.728852,83032.0986755,83252.1739333,87141.3095825,86529.7396874,78032.8410116,81201.1852392,86046.7922274,81031.4460062,76979.2160114,80377.5359182,88586.1585599,82617.2344236,88590.3256194,85494.88842,87748.0879877,83851.3694455,88199.0923693,85494.88842,88135.0251774,87385.9211096,81201.2477392,87095.0550791,84214.1281943,87373.8001733,87637.7735703,82269.5898134
T,17293.0136128,17366.2534515,17406.1404486,17484.0556638,17395.8972592,17350.867198,17329.2611658,17347.1987117,17388.7578428,17454.3556657,17389.5196506,17314.3431456,17412.0405657,17573.8799971,17582.7466962,17466.4543995,17260.3428818,17387.9191852,17403.9139817,17427.0760418,17327.6669633,17501.1125313,17332.1704694,17434.090815,17395.4584335,17400.5751631,17473.0656146,17463.4212696,17318.3762804,17347.7096995,17455.8037628,17520.306612,17479.2944667,17549.7961409,17460.2963447,17495.1375597,17462.6531983,17498.3891442,17404.3359489,17361.7573727,17445.9016564,17399.76284,17382.6702152,17440.4028798,17395.4584335,17455.2241791,17410.0830595,17321.0681333,17344.0827534,17388.4173258,17234.6364089,17416.1796037,17501.1125313,17435.632787,17329.2611658,17504.0489227,17346.1772671,17395.2730247,17429.2475734,17406.1631994,17434.0845516,17382.6702152,17451.3846481,17379.4193622,17481.4053674,17350.867198,17321.2414187,17315.627605,17378.6294759,17537.2314473,17432.2331677,17298.2968062,17482.5315624,17465.5707331,17398.7957913,17457.4283576,17321.2906803,17411.7168973,17471.4896669,17475.9007854,17342.4548429,17451.3976275,17484.304208,17380.5234455,17412.6650834,17542.2380627,17422.7987442,17350.867198,17368.9231237,17344.1666073,17416.3014623,17350.867198,17453.1062523,17374.1068823,17460.5854304,17372.0005621,17441.4368214,17416.4393653,17509.636959,17345.1200874

10.1,0.0375126386985,0.0375126386985,0.0371296427499,0.037299787151,0.037299787151,0.035091467144,0.037299787151,0.0370244679359,0.0370244679359,0.0359064132841,0.0375126386985,0.0375126386985,0.0375126386985,0.0364274551525,0.0364274551525,0.0375126386985,0.0365471642822,0.0375126386985,0.0364845295344,0.0364845295344,0.0364845295344,0.0364496137546,0.0362492397879,0.0362492397879,0.0362492397879,0.0362492397879,0.0362492397879,0.0362492397879,0.0358505288758,0.0375126386985,0.0372991313144,0.0372991313144,0.0359308322092,0.0359308322092,0.0353786078479,0.0353786078479,0.0353786078479,0.0362281128129,0.0364496137546,0.0350193115931,0.0350193115931,0.0351695175729,0.0354763735428,0.0354763735428,0.0334206509573,0.0353246479479,0.0345130994561,0.0349158907272,0.0347750593124,0.0340703527572
C,490.758028574,437.625926873,439.382658825,447.723204387,441.902358547,436.838177411,430.254363801,424.433517962,457.608164114,476.596637173,436.838177411,428.497631849,410.272126561,469.988041872,445.178722973,436.838177411,470.012823563,460.127863836,447.486104908,457.583382422,445.178722973,447.486104908,449.267618552,426.953217684,478.353369125,433.561812985,461.64749631,446.698355447,457.608164114,447.723204387,455.82665047,469.988041872,445.178722973,415.484153721,409.484377099,484.937182734,469.988041872,455.038901009,474.07693745,447.723204387,482.417483012,445.203504664,416.0929724,424.433517962,460.127863836,409.484377099,436.838177411,482.417483012,445.203504664,476.596637173,439.357877134,424.433517962,432.774063524,447.486104908,409.484377099,457.608164114,420.548334857,428.497631849,457.608164114,445.178722973,424.433517962,447.723204387,433.561812985,447.723204387,428.497631849,425.221267424,436.838177411,447.723204387,460.127863836,451.787318274,453.544050226,445.203504664,462.435245771,445.966472435,445.203504664,453.306950748,445.966472435,470.775791333,424.433517962,421.889036548,436.838177411,432.774063524,433.561812985,446.698355447,450.999568813,461.64749631,484.937182734,432.774063524,445.178722973,445.178722973,453.544050226,461.64749631,445.178722973,460.127863836,445.178722973,431.042113263,436.838177411,416.0929724,406.939895686,447.723204387
L,76487.1232547,93974.455287,90894.8943732,89936.1516654,91213.9193966,91496.034917,89909.4618192,91496.222417,89037.367177,88642.5027327,91547.171214,92258.4920928,93497.8884027,86570.289452,92379.4168986,91527.0939325,87817.1883078,89935.9641654,89053.4907118,93115.0621977,88632.1698493,90740.7564879,88511.5661843,91958.95597,90401.1044479,90567.8076985,90024.9942856,82843.2627805,91556.3845435,90069.2048545,86867.6448112,82494.7217628,89359.0904418,93612.8436998,96861.5733254,89580.223148,82376.376841,80575.2424907,79434.0556266,89928.5029605,79656.0929073,89225.2783237,91308.8427738,89909.3993192,88813.2868834,96861.5733254,91343.4929669,82803.4242969,89599.140945,75830.7966252,91266.4751909,91527.2814325,90154.7943672,92652.5134954,91574.9693983,88733.9647455,91769.0178264,90972.4996969,91556.3845435,88787.7281289,90162.9664645,89039.4783425,92753.0304026,88493.4622633,91547.233714,91924.1183338,91308.5927738,89928.5029605,88493.2747633,90659.3021037,91139.3497355,87361.6877822,87300.3445051,94492.8975772,85477.9810103,85873.4342229,93582.2913938,87300.2820051,91294.4522951,91336.0603883,91547.171214,89168.6606266,85352.1098909,85873.4342229,85153.0809354,86163.2801881,79505.9663237,88116.7953856,90081.2527849,88119.7491597,83759.2936976,83120.7011362,89168.4731266,88813.2868834,89966.2516288,90069.2048545,91547.171214,92759.2684239,91880.4434399,89936.1516654
T,898.786761401,633.042517985,745.037883171,768.487850587,713.489323188,639.03961624,620.730868523,639.03961624,761.218620205,827.349070406,640.969661184,601.933503081,611.459238982,815.491036382,708.015257462,651.212850583,867.678046532,734.09479562,688.758809906,735.052299741,714.703860521,685.672314138,743.901952993,653.016730063,940.91471944,666.963268906,766.509616992,757.191611702,720.590744984,652.424573363,727.73587872,853.677151426,689.289773351,612.31132064,621.517796179,808.098713164,722.085505897,815.085405967,772.525303647,720.983478192,787.423424394,735.215370962,625.506377647,620.730868523,704.56671452,621.517796179,670.492407909,845.560062184,771.346987028,947.399329675,652.178072505,651.212850583,683.822093076,670.801003385,629.661815684,849.030809977,591.44872164,615.263188248,720.590744984,777.128840943,694.065282475,734.000460585,717.059514016,678.860241584,640.969661184,619.827072657,625.506377647,720.983478192,678.860241584,676.201001355,744.223162443,777.849435116,699.26024195,677.331542335,811.112923152,689.476263404,642.751387828,699.26024195,649.282805639,633.478089473,640.969661184,702.40109078,719.763829212,686.502091976,746.374098014,722.985651942,815.157306244,668.617052184,771.661160668,728.107563716,842.888842462,689.734506049,702.40109078,704.56671452,707.176599904,652.424573363,640.969661184,637.883165416,672.295879838,734.09479562

20.1,0.0338852310933,0.0338852310933,0.0333995099709,0.0333995099709,0.0333281397959,0.0322239638133,0.0338852310933,0.0338852310933,0.0338852310933,0.0338852310933,0.0324009693835,0.0305400925411,0.0326125796064,0.0324279629357,0.0301085966786,0.0301085966786,0.0296940404487,0.0311496037658,0.0296107071138,0.0296107071138,0.0297260230069,0.0297260230069,0.0293028037925,0.028011793704,0.028011793704,0.028011793704,0.028011793704,0.028011793704,0.0289028188589,0.0291628105937,0.0289028188589,0.0289028188589,0.0292154718609,0.0292154718609,0.0294956926474,0.0295298277834,0.0295298277834,0.0296930282227,0.0308826234516,0.0300350479275,0.0302429185246,0.0302429185246,0.0290115517687,0.0290115517687,0.0287109775943,0.0293127161811,0.0293127161811,0.0294822176521,0.0289291710946,0.0289291710946
