1,0.07499263571738742,0.07499263571738742
C,405.2843948867604,405.2843948867604
L,57514.17735306824,57514.17735306824
T,1912.8661357531744,1912.8661357531744

5,0.04338175048441889,0.04272772080908554
C,388.42881573704636,395.86381150007054
L,58315.96238681975,58117.79598822262
T,714.6268816471324,720.8117088566282

9,0.03789627369167007,0.03569011504877914
C,364.1382408243081,405.2843948867604
L,55765.80647743615,58799.131597327985
T,578.1397077400566,587.2284695712765

13,0.03645186793115008,0.03645186793115008
C,363.02758846727124,363.02758846727124
L,58193.351976879865,58193.351976879865
T,528.4948430783935,528.4948430783935

17,0.03291280297506503,0.03206721623042405
C,384.252888158215,405.2843948867604
L,58202.224329963894,58727.32757428394
T,492.19910429947066,510.3989830881541

