0.1,0.0393391692451,0.0384753561426,0.0378312295934,0.0376480473635,0.0374969332695,0.0374969332695,0.0370250834639,0.0370250834639,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0362872170802,0.0357290514706,0.0357290514706,0.0357290514706,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0355144803899,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359,0.0352995626359
C,397.849399124,398.139881333,395.8638115,395.8638115,397.849399124,397.849399124,395.8638115,395.8638115,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,396.010796924,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887
L,8.00124318328,8.27690678421,8.28786140118,8.27863729327,8.17404051038,8.17404051038,8.19748285716,8.19748285716,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,7.96136915273,8.16635311738,8.16635311738,8.16635311738,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.41254460817,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273,8.02386915273
T,7.45930058835,7.32206089031,7.16392446871,7.12852145488,7.12331869183,7.12331869183,7.00438203512,7.00438203512,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.94322936668,6.94322936668,6.94322936668,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.91952467867,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225,6.84941633225

4.1,0.038878578984,0.0375262326591,0.0375262326591,0.0375262326591,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362902888734,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0362190942293,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138,0.0361787198138
C,390.414403361,377.022644727,377.022644727,377.022644727,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887,405.284394887
L,13490.5788814,13360.2186829,13360.2186829,13360.2186829,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,12993.2032393,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,13121.7639454,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721,12933.9573721
T,300.305823875,287.17966344,287.17966344,287.17966344,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.762592745,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,288.429809765,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639,287.767250639

