6,0.0381115539684,0.0381115539684,0.0381115539684,0.0381115539684,0.0381115539684,0.0381115539684,0.0380380027957,0.0379117488885,0.0372267991611,0.0372267991611,0.0372267991611,0.0372267991611,0.0372267991611,0.0372267991611,0.0372267991611,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0365547154297,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002,0.0359284081002
C,498.465308175,498.465308175,498.465308175,498.465308175,498.465308175,498.465308175,487.857008742,487.857008742,487.857008742,487.857008742,487.857008742,487.857008742,487.857008742,487.857008742,487.857008742,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295,495.001522295
L,83531.2255531,83531.2255531,83531.2255531,83531.2255531,83531.2255531,83531.2255531,84517.5366749,84229.5139058,83531.6630531,83531.6630531,83531.6630531,83531.6630531,83531.6630531,83531.6630531,83531.6630531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,83531.7255531,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303,88171.3991303
T,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,748.857779088,746.152159336,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,732.147944502,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027,722.96298027

7,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0348633299519,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232,0.0343627939232
C,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,570.637586528,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635,551.871768635
L,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,124583.232566,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427,123395.041427
T,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,883.527095277,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079,846.069290079

