4,0.037356356990162896,0.037356356990162896
C,405.2843948867604,405.2843948867604
L,12584.764778186278,12584.764778186278
T,290.4136971277927,290.4136971277927

8,0.040502870997598195,0.0379580176184998
C,397.84939912373625,386.7371989611666
L,51256.841442435856,52417.93783331409
T,616.1141667582527,568.398540425538

12,0.038216782610698025,0.038216782610698025
C,396.01079692396354,396.01079692396354
L,113114.21327826362,113114.21327826362
T,866.9927297231795,866.9927297231795

16,0.038002583332177625,0.038002583332177625
C,386.4432281133806,386.4432281133806
L,202337.2138141534,202337.2138141534
T,1133.791430717667,1133.791430717667

20,0.03708358624542493,0.03708358624542493
C,405.2843948867604,405.2843948867604
L,324936.6122610937,324936.6122610937
T,1445.4054054039734,1445.4054054039734

