1.0,0.18487560006747758,0.17460783242779354
C,388.7192979464678,398.1398813331577
L,58117.73348822262,53890.30889432266
T,2920.420909340901,2820.36975496912

11.0,0.034589101981530875,0.034589101981530875
C,405.2843948867604,405.2843948867604
L,58061.675700531254,58061.675700531254
T,575.1148889896128,575.1148889896128

21.0,0.027535031523303045,0.027320869166573968
C,398.1398813331577,398.1398813331577
L,60643.34464742566,55607.48142476341
T,449.20910865314266,442.42492151840054

31.0,0.024828874877650554,0.024828874877650554
C,405.2843948867604,405.2843948867604
L,59628.87397185933,59628.87397185933
T,413.7616336488941,413.7616336488941

41.0,0.023461120710340455,0.023332804115232333
C,405.2843948867604,405.2843948867604
L,58657.06497847835,56379.606285429465
T,390.42339259986755,387.01720857110604

