0.24444444444444444,0.037671857270921726,0.037671857270921726
C,374.97929019541806,374.97929019541806
L,53837.28202547166,53837.28202547166
T,579.1947502838199,579.1947502838199

0.28888888888888886,0.04051410113400753,0.04005076266312935
C,405.2843948867604,365.7056922326211
L,52050.632365417114,51365.92582128679
T,674.9753692742735,618.4982457903146

0.3333333333333333,0.03868269594925507,0.03868269594925507
C,379.3022031981424,379.3022031981424
L,47155.30308948546,47155.30308948546
T,602.580391414971,602.580391414971

0.37777777777777777,0.03740877511913162,0.03740877511913162
C,405.2843948867604,405.2843948867604
L,42121.53681805087,42121.53681805087
T,620.2414261993708,620.2414261993708

0.4222222222222222,0.040204283933207074,0.03943948793660684
C,386.4432281133806,405.2843948867604
L,41206.92014546474,38899.22441913035
T,641.7843173574862,653.34377028672

