0.038786515,0.038786515,0.037301239,0.037301239,0.03705719,0.03705719,0.036948363,0.036361469,0.036086375,0.035868215,0.035868215,0.035868215,0.035868215,0.035868215,0.035868215,0.035868215,0.035868215,0.035868215,0.035868215,0.035868215,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034892186,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875,0.034635875
405.2843949,405.2843949,390.4144034,390.4144034,405.2843949,405.2843949,397.8493991,386.737199,405.2843949,396.0107969,396.0107969,396.0107969,396.0107969,396.0107969,396.0107969,396.0107969,396.0107969,396.0107969,396.0107969,396.0107969,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949,405.2843949
59594.56115,59594.56115,53232.78253,53232.78253,54000.25174,54000.25174,53232.72003,56911.76487,53232.78253,56911.70237,56911.70237,56911.70237,56911.70237,56911.70237,56911.70237,56911.70237,56911.70237,56911.70237,56911.70237,56911.70237,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,56911.76487,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984,57534.27984
646.3273689,646.3273689,595.842763,595.842763,612.5525976,612.5525976,595.842763,579.1947503,595.842763,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,579.1947503,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332,575.4557332
0.973167,1.011675,0.990672,0.968666,0.93566,0.893156,0.815642,0.906161,0.881148,0.887656,0.79464,0.853147,0.782137,0.830643,0.868734,0.828646,0.806142,0.792133,0.792135,0.715628,0.798646,0.817141,0.839644,0.776134,0.785138,0.872652,0.888656,0.77413,0.826645,0.768133,0.775152,0.818141,0.91816,0.990178,0.911162,0.922159,0.887153,0.914158,0.899654,0.944673,0.967666,1.103687,1.028176,0.968674,0.945165,0.958171,1.017173,0.911158,0.925669,0.924663,0.932157,0.927661,0.905657,0.913654,0.924659,1.007674,0.921657,0.955166,0.918159,0.922165,0.979171,0.955661,0.963163,0.939667,1.002177,0.901648,0.940162,0.915158,0.973675,0.949164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.041002996,0.038742969,0.038742969,0.037892809,0.036808324,0.036808324,0.036808324,0.036062707,0.036062707,0.036062707,0.036062707,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424,0.035941424
364.3674675,386.5902135,386.5902135,351.0614387,351.0614387,351.0614387,351.0614387,362.8193475,362.8193475,362.8193475,362.8193475,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746,377.1083746
59980.1269,59392.749,59392.749,60347.86443,59787.72525,59787.72525,59787.72525,59787.66275,59787.66275,59787.66275,59787.66275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275,59787.41275
618.1969411,610.2085814,610.2085814,566.6274783,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437,549.9176437
