0.8571428571428571,0.0365243140506,0.0365243140506,0.0359674639882,0.0359674639882,0.0359674639882,0.0359275142721,0.0359275142721,0.0355365984561,0.0347224063502,0.0347224063502,0.0347224063502,0.0345794813702,0.0340219517634,0.0340219517634,0.0340219517634,0.032230081124,0.032230081124,0.032230081124,0.032230081124,0.032230081124,0.032230081124,0.0321065567403,0.0321065567403,0.0321065567403,0.0321065567403,0.0316408892127,0.0316408892127,0.0316408892127,0.0316408892127,0.0316408892127,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709,0.0313710726709
C,456.999345435,456.999345435,469.404004884,469.404004884,469.404004884,482.417483012,482.417483012,470.775791333,457.762313205,457.762313205,457.762313205,420.548334857,408.5401763,408.5401763,408.5401763,451.153717904,451.153717904,451.153717904,451.153717904,451.153717904,451.153717904,441.293539868,441.293539868,441.293539868,441.293539868,457.762313205,457.762313205,457.762313205,457.762313205,457.762313205,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077,444.748835077
L,85213.3406761,85213.3406761,86359.3872679,86359.3872679,86359.3872679,82730.266204,82730.266204,88942.3731157,86715.3007471,86715.3007471,86715.3007471,88333.0182535,89619.4605072,89619.4605072,89619.4605072,85464.6719173,85464.6719173,85464.6719173,85464.6719173,85464.6719173,85464.6719173,87749.043647,87749.043647,87749.043647,87749.043647,87979.031094,87979.031094,87979.031094,87979.031094,87979.031094,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221,89849.5095221
T,647.187603865,647.187603865,659.400865598,659.400865598,659.400865598,677.936503961,677.936503961,652.957525006,615.201747436,615.201747436,615.201747436,564.622312601,554.56609442,554.56609442,554.56609442,563.070476257,563.070476257,563.070476257,563.070476257,563.070476257,563.070476257,549.932898615,549.932898615,549.932898615,549.932898615,561.42506461,561.42506461,561.42506461,561.42506461,561.42506461,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435,542.324310435

0.7142857142857143,0.0374593305762,0.0374593305762,0.036218136802,0.036218136802,0.036218136802,0.036218136802,0.0358841148625,0.0357111901779,0.0353305328279,0.0329168514653,0.0329168514653,0.0329168514653,0.0327647081327,0.0327647081327,0.0327647081327,0.0327647081327,0.0327647081327,0.0327647081327,0.0324623768757,0.0324623768757,0.0320068370144,0.0320068370144,0.031723857958,0.031723857958,0.031723857958,0.031723857958,0.031723857958,0.031723857958,0.031723857958,0.031571556016,0.031571556016,0.0312973342389,0.0312973342389,0.0308875914236,0.0308875914236,0.0308875914236,0.0308875914236,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351,0.0296200346351
C,444.966405186,444.966405186,425.914511109,425.914511109,425.914511109,425.914511109,410.035027083,436.992326503,451.941467365,433.715962077,433.715962077,433.715962077,426.91983068,426.91983068,426.91983068,426.91983068,426.91983068,426.91983068,414.515171231,414.515171231,421.098984841,421.098984841,446.120621526,446.120621526,446.120621526,446.120621526,446.120621526,446.120621526,446.120621526,396.289665942,396.289665942,419.727198391,419.727198391,383.276187814,383.276187814,383.276187814,383.276187814,434.112462969,434.112462969,434.112462969,434.112462969,434.112462969,434.112462969,434.112462969,434.112462969,434.112462969,434.112462969,434.112462969,434.112462969,434.112462969
L,88925.9153617,88925.9153617,89163.2755295,89163.2755295,89163.2755295,89163.2755295,88341.5641663,89494.8746825,85962.9598577,89975.4911011,89975.4911011,89975.4911011,89414.4118134,89414.4118134,89414.4118134,89414.4118134,89414.4118134,89414.4118134,89125.3303448,89125.3303448,87724.9910092,87724.9910092,89833.8150314,89833.8150314,89833.8150314,89833.8150314,89833.8150314,89833.8150314,89833.8150314,89206.7511821,89206.7511821,97156.456651,97156.456651,89989.1456846,89989.1456846,89989.1456846,89989.1456846,87771.1666152,87771.1666152,87771.1666152,87771.1666152,87771.1666152,87771.1666152,87771.1666152,87771.1666152,87771.1666152,87771.1666152,87771.1666152,87771.1666152,87771.1666152
T,650.270283818,650.270283818,611.80899247,611.80899247,611.80899247,611.80899247,598.448282855,604.81472777,619.434257538,565.20645968,565.20645968,565.20645968,565.706328426,565.706328426,565.706328426,565.706328426,565.706328426,565.706328426,541.355083842,541.355083842,555.967349648,555.967349648,563.137427071,563.137427071,563.137427071,563.137427071,563.137427071,563.137427071,563.137427071,517.809159374,517.809159374,532.558220348,532.558220348,493.602622227,493.602622227,493.602622227,493.602622227,532.42142518,532.42142518,532.42142518,532.42142518,532.42142518,532.42142518,532.42142518,532.42142518,532.42142518,532.42142518,532.42142518,532.42142518,532.42142518

0.5714285714285714,0.0357401867539,0.0329436507539,0.0329436507539,0.0315399652093,0.0315399652093,0.0304854880682,0.0304854880682,0.0304854880682,0.0304854880682,0.0304854880682,0.0304854880682,0.0304424962587,0.0300341267194,0.0300341267194,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0288025138102,0.0287104028711,0.0287104028711,0.0285874692002,0.0285874692002,0.0285874692002,0.0283957051456,0.0283957051456,0.0283957051456,0.0277844065418,0.0277844065418
C,435.869194921,407.297757251,407.297757251,438.927989237,438.927989237,422.246898114,422.246898114,422.246898114,422.246898114,422.246898114,422.246898114,407.297757251,394.893097802,394.893097802,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,409.842238664,394.893097802,394.893097802,379.943956939,379.943956939,379.943956939,422.855716793,422.855716793,422.855716793,407.297757251,407.297757251
L,90833.4037914,89855.8692671,89855.8692671,88336.8501088,88336.8501088,89650.7034354,89650.7034354,89650.7034354,89650.7034354,89650.7034354,89650.7034354,89779.0363408,89362.7776077,89362.7776077,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96953.6798961,96623.5187608,96623.5187608,96961.8435566,96961.8435566,96961.8435566,89362.7776077,89362.7776077,89362.7776077,96623.5812608,96623.5812608
T,635.949908124,553.951187841,553.951187841,550.469178385,550.469178385,531.760812501,531.760812501,531.760812501,531.760812501,531.760812501,531.760812501,511.845982841,488.300058373,488.300058373,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,490.972486965,471.057657305,471.057657305,458.637552526,458.637552526,458.637552526,488.300058373,488.300058373,488.300058373,471.057657305,471.057657305

0.42857142857142855,0.0351358837891,0.0351358837891,0.0351358837891,0.0346543979841,0.0346543979841,0.0346543979841,0.0343218210092,0.0343218210092,0.0340830670846,0.0340830670846,0.0339439819376,0.0339439819376,0.033174060006,0.033174060006,0.0314120002081,0.0314120002081,0.0314120002081,0.0314120002081,0.0314120002081,0.0314120002081,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0313443986094,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733,0.0301654186733
C,462.435245771,462.435245771,462.435245771,437.625926873,437.625926873,437.625926873,424.003630066,424.003630066,424.003630066,424.003630066,436.408289515,436.408289515,422.067967331,422.067967331,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.612448745,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066,424.003630066
L,87121.3026319,87121.3026319,87121.3026319,86832.0037485,86832.0037485,86832.0037485,82839.9767127,82839.9767127,82888.657762,82888.657762,85810.2798815,85810.2798815,86180.6035172,86180.6035172,94776.4596728,94776.4596728,94776.4596728,94776.4596728,94776.4596728,94776.4596728,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96983.8443539,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249,96274.3641249
T,650.773658587,650.773658587,650.773658587,628.906972116,628.906972116,628.906972116,604.373852953,604.373852953,600.203686361,600.203686361,613.915886721,613.915886721,568.871210448,568.871210448,560.831131769,560.831131769,560.831131769,560.831131769,560.831131769,560.831131769,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,561.684580479,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283,539.50210283

0.2857142857142857,0.0423972746041,0.0423972746041,0.0423972746041,0.0421570747559,0.0421570747559,0.0417164800169,0.0406938991874,0.0406938991874,0.0406938991874,0.0406938991874,0.0406938991874,0.0406938991874,0.0404113962792,0.0404113962792,0.0404113962792,0.0404113962792,0.0404113962792,0.0404113962792,0.0404113962792,0.0404113962792,0.0404113962792,0.0404113962792,0.0404113962792,0.0404113962792,0.0386371119471,0.0386371119471,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.038159467801,0.0377220106108,0.0377220106108,0.0377220106108,0.0377220106108,0.0377220106108,0.0377220106108,0.0377220106108
C,469.404004884,469.404004884,469.404004884,476.596637173,476.596637173,476.596637173,463.583159044,463.583159044,463.583159044,463.583159044,463.583159044,463.583159044,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,463.583159044,463.583159044,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173,476.596637173
L,90361.9368513,90361.9368513,90361.9368513,84657.8094221,84657.8094221,84657.8094221,76124.9852591,76124.9852591,76124.9852591,76124.9852591,76124.9852591,76124.9852591,95257.3160984,95257.3160984,95257.3160984,95257.3160984,95257.3160984,95257.3160984,95257.3160984,95257.3160984,95257.3160984,95257.3160984,95257.3160984,95257.3160984,78516.8792526,78516.8792526,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634,91216.9755634
