1,0.0768764811941,0.0768034680798,0.0768034680798,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438,0.0749323431438
C,464.954945494,490.758028574,490.758028574,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055,473.295491055
L,92921.058578,87554.8608702,87554.8608702,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094,88959.8190094
T,2280.42602835,2340.07356391,2340.07356391,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713,2262.96039713

5,0.0440048361323,0.0440048361323,0.0440048361323,0.0440048361323,0.0440048361323,0.0440048361323,0.0440048361323,0.0440048361323,0.0438903038354,0.0428390950347,0.0428390950347,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0416099835653,0.0415763521602,0.0415763521602,0.0415763521602,0.0415763521602,0.0415763521602,0.0415763521602,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415740532789,0.0415023715014,0.0415023715014,0.0415023715014
C,416.880721862,416.880721862,416.880721862,416.880721862,416.880721862,416.880721862,416.880721862,416.880721862,447.5108866,429.285381311,429.285381311,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,466.711677446,415.663084504,415.663084504,415.663084504,415.663084504,415.663084504,415.663084504,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,435.869194921,392.957435067,392.957435067,392.957435067
L,94108.7485281,94108.7485281,94108.7485281,94108.7485281,94108.7485281,94108.7485281,94108.7485281,94108.7485281,92177.8611017,93995.2308207,93995.2308207,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,91747.7999169,93151.8467797,93151.8467797,93151.8467797,93151.8467797,93151.8467797,93151.8467797,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92097.2602252,92925.2864118,92925.2864118,92925.2864118
T,841.432527152,841.432527152,841.432527152,841.432527152,841.432527152,841.432527152,841.432527152,841.432527152,855.553761455,820.179996563,820.179996563,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,828.330025861,768.210771707,768.210771707,768.210771707,768.210771707,768.210771707,768.210771707,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,816.404354863,743.667037321,743.667037321,743.667037321

9,0.0404308259427,0.0398289464324,0.0398289464324,0.0398289464324,0.03790401369,0.03790401369,0.03790401369,0.03790401369,0.03790401369,0.03790401369,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0374190067709,0.0368895344306,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.035704769791,0.0352524814441,0.0350354272465,0.0337838816808,0.0337838816808,0.0337838816808,0.0337838816808,0.0337838816808,0.0337838816808,0.0337838816808,0.0337838816808,0.0337838816808,0.0337838816808,0.0337838816808,0.0337838816808
C,451.787318274,450.030586322,450.030586322,450.030586322,437.625926873,437.625926873,437.625926873,437.625926873,437.625926873,437.625926873,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,445.966472435,444.209740483,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,431.196262354,432.952994306,432.952994306,418.791602905,418.791602905,418.791602905,418.791602905,418.791602905,418.791602905,418.791602905,418.791602905,418.791602905,418.791602905,418.791602905,418.791602905
L,92630.3215167,93269.3247029,93269.3247029,93269.3247029,90111.5332725,90111.5332725,90111.5332725,90111.5332725,90111.5332725,90111.5332725,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,91420.7087915,90399.1524892,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91716.284646,91768.8303264,92776.9374776,92525.7250461,92525.7250461,92525.7250461,92525.7250461,92525.7250461,92525.7250461,92525.7250461,92525.7250461,92525.7250461,92525.7250461,92525.7250461,92525.7250461
T,737.569264806,730.116609469,730.116609469,730.116609469,680.985607977,680.985607977,680.985607977,680.985607977,680.985607977,680.985607977,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,679.147070592,681.647032008,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,639.479058028,619.095806863,616.018368426,595.522932297,595.522932297,595.522932297,595.522932297,595.522932297,595.522932297,595.522932297,595.522932297,595.522932297,595.522932297,595.522932297,595.522932297

13,0.0382532695641,0.0378772129838,0.0378772129838,0.0375994478339,0.0348724129755,0.0348724129755,0.0348724129755,0.033288659351,0.033288659351,0.033288659351,0.033288659351,0.033288659351,0.033288659351,0.033288659351,0.033288659351,0.033288659351,0.033288659351,0.033288659351,0.0322970259041,0.0322970259041,0.0322118903927,0.0322118903927,0.0322118903927,0.0322118903927,0.0322118903927,0.0322118903927,0.0322118903927,0.0322118903927,0.0322118903927,0.0322118903927,0.0317823143515,0.0317823143515,0.0317823143515,0.0317823143515,0.0317823143515,0.0317823143515,0.0317823143515,0.0317823143515,0.0317823143515,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309974728246,0.0309248557098,0.0309248557098,0.0309248557098
C,446.505567029,424.363793877,424.363793877,399.342157192,374.532838293,374.532838293,374.532838293,419.400421584,419.400421584,419.400421584,419.400421584,419.400421584,419.400421584,419.400421584,419.400421584,419.400421584,419.400421584,419.400421584,414.727489018,414.727489018,368.711992454,368.711992454,368.711992454,368.711992454,368.711992454,368.711992454,368.711992454,368.711992454,368.711992454,368.711992454,414.900116734,414.900116734,414.900116734,414.900116734,414.900116734,414.900116734,414.900116734,414.900116734,414.900116734,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,386.180833039,396.065792766,396.065792766,396.065792766
L,91498.5509673,92700.3770946,92700.3770946,93303.0617846,93202.1968551,93202.1968551,93202.1968551,93133.1985835,93133.1985835,93133.1985835,93133.1985835,93133.1985835,93133.1985835,93133.1985835,93133.1985835,93133.1985835,93133.1985835,93133.1985835,93824.6381474,93824.6381474,92498.2360653,92498.2360653,92498.2360653,92498.2360653,92498.2360653,92498.2360653,92498.2360653,92498.2360653,92498.2360653,92498.2360653,93237.2690569,93237.2690569,93237.2690569,93237.2690569,93237.2690569,93237.2690569,93237.2690569,93237.2690569,93237.2690569,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92977.1737694,92498.1110653,92498.1110653,92498.1110653
T,675.501643217,656.133165584,656.133165584,634.495484457,577.30878726,577.30878726,577.30878726,593.593339809,593.593339809,593.593339809,593.593339809,593.593339809,593.593339809,593.593339809,593.593339809,593.593339809,593.593339809,593.593339809,562.489538849,562.489538849,522.013416303,522.013416303,522.013416303,522.013416303,522.013416303,522.013416303,522.013416303,522.013416303,522.013416303,522.013416303,549.066828383,549.066828383,549.066828383,549.066828383,549.066828383,549.066828383,549.066828383,549.066828383,549.066828383,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,517.140524768,522.013416303,522.013416303,522.013416303

17,0.0354578755397,0.0354578755397,0.0354578755397,0.0354578755397,0.0354578755397,0.0344870538819,0.0344870538819,0.0344870538819,0.0344870538819,0.0344870538819,0.0344870538819,0.0344870538819,0.0344870538819,0.0343757534127,0.0343757534127,0.0343757534127,0.0343757534127,0.0336538471992,0.0336538471992,0.0325064836438,0.0325064836438,0.0325064836438,0.0325064836438,0.0325064836438,0.0325064836438,0.0325064836438,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.0321971969987,0.031968809518,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241,0.0310587530241
C,484.937182734,484.937182734,484.937182734,484.937182734,484.937182734,455.242613483,455.242613483,455.242613483,455.242613483,455.242613483,455.242613483,455.242613483,455.242613483,449.24283686,449.24283686,449.24283686,449.24283686,464.191977723,464.191977723,438.773840146,438.773840146,438.773840146,438.773840146,438.773840146,438.773840146,438.773840146,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,441.69004076,422.855716793,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618,380.552775618
L,88647.2665921,88647.2665921,88647.2665921,88647.2665921,88647.2665921,90102.6399708,90102.6399708,90102.6399708,90102.6399708,90102.6399708,90102.6399708,90102.6399708,90102.6399708,90848.4718008,90848.4718008,90848.4718008,90848.4718008,87069.2428147,87069.2428147,89909.2118192,89909.2118192,89909.2118192,89909.2118192,89909.2118192,89909.2118192,89909.2118192,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92803.310054,92126.0036255,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208,93089.3394208
